sensor_id,fromDateTime0,tillDateTime0,fromDateTime,tillDateTime,avgDateTime,pm1,pm25,pm10,humidity,temperature,pressure,airQualityIndex,pollutionLevel,dt
388,2019-11-30T23:00:00.000Z,2019-12-01T00:00:00.000Z,2019-12-01 00:00:00,2019-12-01 01:00:00,2019-12-01 00:00:00,63.38,101.13,176.14,75.22,-1.79,1022.23,98.93,-2,2019-12-02 00:00:11
388,2019-12-01T00:00:00.000Z,2019-12-01T01:00:00.000Z,2019-12-01 01:00:00,2019-12-01 02:00:00,2019-12-01 01:00:00,67.95,108.02,186.83,83.81,-2.21,1022.42,101.9,-2,2019-12-02 01:00:16
388,2019-12-01T01:00:00.000Z,2019-12-01T02:00:00.000Z,2019-12-01 02:00:00,2019-12-01 03:00:00,2019-12-01 02:00:00,57.35,90.76,156.94,85.45,-2.81,1022.45,93.59,-2,2019-12-02 02:00:11
388,2019-12-01T02:00:00.000Z,2019-12-01T03:00:00.000Z,2019-12-01 03:00:00,2019-12-01 04:00:00,2019-12-01 03:00:00,33.51,53.67,98.71,80.36,-1.97,1022.4,77.42,-2,2019-12-02 03:00:12
388,2019-12-01T03:00:00.000Z,2019-12-01T04:00:00.000Z,2019-12-01 04:00:00,2019-12-01 05:00:00,2019-12-01 04:00:00,27.68,44.58,86.71,74.77,-0.68,1022.57,72.94,-2,2019-12-02 04:00:09
388,2019-12-01T04:00:00.000Z,2019-12-01T05:00:00.000Z,2019-12-01 05:00:00,2019-12-01 06:00:00,2019-12-01 05:00:00,29.95,48.13,91.16,85.09,-1.25,1022.59,75.32,-2,2019-12-02 05:00:08
388,2019-12-01T05:00:00.000Z,2019-12-01T06:00:00.000Z,2019-12-01 06:00:00,2019-12-01 07:00:00,2019-12-01 06:00:00,31.57,50.32,93.18,87.21,-1.94,1022.74,75.88,-2,2019-12-02 06:00:09
388,2019-12-01T06:00:00.000Z,2019-12-01T07:00:00.000Z,2019-12-01 07:00:00,2019-12-01 08:00:00,2019-12-01 07:00:00,37.33,60.15,107.37,85.42,-1.81,1022.88,79.82,-2,2019-12-02 07:00:16
388,2019-12-01T07:00:00.000Z,2019-12-01T08:00:00.000Z,2019-12-01 08:00:00,2019-12-01 09:00:00,2019-12-01 08:00:00,48.1,78.03,137.64,90.36,-2.11,1022.98,88.23,-2,2019-12-02 08:00:11
388,2019-12-01T08:00:00.000Z,2019-12-01T09:00:00.000Z,2019-12-01 09:00:00,2019-12-01 10:00:00,2019-12-01 09:00:00,26.33,42.41,82.77,89.91,-2,1022.92,70.48,-2,2019-12-02 09:00:12
388,2019-12-01T09:00:00.000Z,2019-12-01T10:00:00.000Z,2019-12-01 10:00:00,2019-12-01 11:00:00,2019-12-01 10:00:00,22.93,36.79,72.18,80.8,-0.2,1022.55,63.86,-2,2019-12-02 10:00:11
388,2019-12-01T10:00:00.000Z,2019-12-01T11:00:00.000Z,2019-12-01 11:00:00,2019-12-01 12:00:00,2019-12-01 11:00:00,19.25,29.86,59.63,73.74,1.25,1022.22,56.02,-2,2019-12-02 11:00:12
388,2019-12-01T11:00:00.000Z,2019-12-01T12:00:00.000Z,2019-12-01 12:00:00,2019-12-01 13:00:00,2019-12-01 12:00:00,11.01,15.93,30.19,68.47,1.93,1022.16,30.19,-2,2019-12-02 12:00:12
388,2019-12-01T12:00:00.000Z,2019-12-01T13:00:00.000Z,2019-12-01 13:00:00,2019-12-01 14:00:00,2019-12-01 13:00:00,8.09,11.24,20.83,66.42,2.63,1021.83,20.83,-2,2019-12-02 13:00:11
388,2019-12-01T13:00:00.000Z,2019-12-01T14:00:00.000Z,2019-12-01 14:00:00,2019-12-01 15:00:00,2019-12-01 14:00:00,12.15,17.52,33.98,65.41,3.56,1021.11,33.98,-2,2019-12-02 14:00:12
388,2019-12-01T14:00:00.000Z,2019-12-01T15:00:00.000Z,2019-12-01 15:00:00,2019-12-01 16:00:00,2019-12-01 15:00:00,28.22,44.45,82.81,64.37,2.43,1021.19,70.51,-2,2019-12-02 15:00:09
388,2019-12-01T15:00:00.000Z,2019-12-01T16:00:00.000Z,2019-12-01 16:00:00,2019-12-01 17:00:00,2019-12-01 16:00:00,30.27,49.21,92.76,65.27,0.9,1021.38,75.77,-2,2019-12-02 16:00:11
388,2019-12-01T16:00:00.000Z,2019-12-01T17:00:00.000Z,2019-12-01 17:00:00,2019-12-01 18:00:00,2019-12-01 17:00:00,24.79,40.86,80.9,67.45,0.13,1020.89,69.32,-2,2019-12-02 17:00:10
388,2019-12-01T17:00:00.000Z,2019-12-01T18:00:00.000Z,2019-12-01 18:00:00,2019-12-01 19:00:00,2019-12-01 18:00:00,27.95,46.12,89.64,76.4,-1.39,1020.81,74.78,-2,2019-12-02 18:00:11
388,2019-12-01T18:00:00.000Z,2019-12-01T19:00:00.000Z,2019-12-01 19:00:00,2019-12-01 20:00:00,2019-12-01 19:00:00,41.97,71.47,131.11,78.78,-2.12,1020.5,86.42,-2,2019-12-02 19:00:10
388,2019-12-01T19:00:00.000Z,2019-12-01T20:00:00.000Z,2019-12-01 20:00:00,2019-12-01 21:00:00,2019-12-01 20:00:00,70.87,121.11,222.37,76.46,-2.17,1020.28,111.77,-2,2019-12-02 20:00:09
388,2019-12-01T20:00:00.000Z,2019-12-01T21:00:00.000Z,2019-12-01 21:00:00,2019-12-01 22:00:00,2019-12-01 21:00:00,81.38,140.34,257.53,73.92,-1.86,1019.86,121.54,-2,2019-12-02 21:00:12
388,2019-12-01T21:00:00.000Z,2019-12-01T22:00:00.000Z,2019-12-01 22:00:00,2019-12-01 23:00:00,2019-12-01 22:00:00,96.69,164.34,297.54,81.06,-2.81,1019.64,132.65,-2,2019-12-02 22:00:41
388,2019-12-01T22:00:00.000Z,2019-12-01T23:00:00.000Z,2019-12-01 23:00:00,2019-12-02 00:00:00,2019-12-01 23:00:00,105.82,180.51,328.72,80.75,-2.63,1018.95,141.31,-2,2019-12-02 23:00:10
388,2019-12-01T23:00:00.000Z,2019-12-02T00:00:00.000Z,2019-12-02 00:00:00,2019-12-02 01:00:00,2019-12-02 00:00:00,110.68,188.11,340,77.04,-1.97,1018.17,144.44,-2,2019-12-03 00:00:11
388,2019-12-02T00:00:00.000Z,2019-12-02T01:00:00.000Z,2019-12-02 01:00:00,2019-12-02 02:00:00,2019-12-02 01:00:00,111.69,189.17,340.74,74.07,-1.47,1017.69,144.65,-2,2019-12-03 01:00:11
388,2019-12-02T01:00:00.000Z,2019-12-02T02:00:00.000Z,2019-12-02 02:00:00,2019-12-02 03:00:00,2019-12-02 02:00:00,104.93,176.76,317.46,79.44,-1.89,1017.19,138.18,-2,2019-12-03 02:00:10
388,2019-12-02T02:00:00.000Z,2019-12-02T03:00:00.000Z,2019-12-02 03:00:00,2019-12-02 04:00:00,2019-12-02 03:00:00,96.16,158.67,280.76,81.42,-1.63,1016.55,127.99,-2,2019-12-03 03:00:10
388,2019-12-02T03:00:00.000Z,2019-12-02T04:00:00.000Z,2019-12-02 04:00:00,2019-12-02 05:00:00,2019-12-02 04:00:00,76.16,123.34,215.89,76.44,-1.08,1016.12,109.97,-2,2019-12-03 04:00:10
388,2019-12-02T04:00:00.000Z,2019-12-02T05:00:00.000Z,2019-12-02 05:00:00,2019-12-02 06:00:00,2019-12-02 05:00:00,79.71,129.25,226.38,74.17,-1.13,1015.66,112.88,-2,2019-12-03 05:00:09
388,2019-12-02T05:00:00.000Z,2019-12-02T06:00:00.000Z,2019-12-02 06:00:00,2019-12-02 07:00:00,2019-12-02 06:00:00,66.2,104.98,181.94,75.87,-1.05,1015.76,100.54,-2,2019-12-03 06:00:10
388,2019-12-02T06:00:00.000Z,2019-12-02T07:00:00.000Z,2019-12-02 07:00:00,2019-12-02 08:00:00,2019-12-02 07:00:00,76.43,120.16,204.67,73.38,-1.03,1015.75,106.85,-2,2019-12-03 07:00:15
388,2019-12-02T07:00:00.000Z,2019-12-02T08:00:00.000Z,2019-12-02 08:00:00,2019-12-02 09:00:00,2019-12-02 08:00:00,73.59,115.76,198.4,78.42,-0.93,1015.52,105.11,-2,2019-12-03 08:00:10
388,2019-12-02T08:00:00.000Z,2019-12-02T09:00:00.000Z,2019-12-02 09:00:00,2019-12-02 10:00:00,2019-12-02 09:00:00,36.16,57.41,101.54,82.92,-1.04,1015.72,78.2,-2,2019-12-03 09:00:12
388,2019-12-02T09:00:00.000Z,2019-12-02T10:00:00.000Z,2019-12-02 10:00:00,2019-12-02 11:00:00,2019-12-02 10:00:00,21.83,35.12,69.32,77.85,-0.23,1015.77,62.07,-2,2019-12-03 10:00:12
388,2019-12-02T10:00:00.000Z,2019-12-02T11:00:00.000Z,2019-12-02 11:00:00,2019-12-02 12:00:00,2019-12-02 11:00:00,20.21,31.84,63.26,69.72,0.47,1015.6,58.29,-2,2019-12-03 11:00:12
388,2019-12-02T11:00:00.000Z,2019-12-02T12:00:00.000Z,2019-12-02 12:00:00,2019-12-02 13:00:00,2019-12-02 12:00:00,21.86,35.44,70.48,78.74,0.21,1015.53,62.8,-2,2019-12-03 12:00:12
388,2019-12-02T12:00:00.000Z,2019-12-02T13:00:00.000Z,2019-12-02 13:00:00,2019-12-02 14:00:00,2019-12-02 13:00:00,24,39.52,78.77,79.67,"",1015.62,67.98,-2,2019-12-03 13:00:11
388,2019-12-02T13:00:00.000Z,2019-12-02T14:00:00.000Z,2019-12-02 14:00:00,2019-12-02 15:00:00,2019-12-02 14:00:00,24.64,40.52,80.4,79.11,0.45,1015.82,69,-2,2019-12-03 14:00:14
388,2019-12-02T14:00:00.000Z,2019-12-02T15:00:00.000Z,2019-12-02 15:00:00,2019-12-02 16:00:00,2019-12-02 15:00:00,21.94,36.27,73.49,73.43,0.63,1016.11,64.68,-2,2019-12-03 15:00:12
388,2019-12-02T15:00:00.000Z,2019-12-02T16:00:00.000Z,2019-12-02 16:00:00,2019-12-02 17:00:00,2019-12-02 16:00:00,20.99,34.01,68.55,73.55,0.54,1016.34,61.59,-2,2019-12-03 16:00:11
388,2019-12-02T16:00:00.000Z,2019-12-02T17:00:00.000Z,2019-12-02 17:00:00,2019-12-02 18:00:00,2019-12-02 17:00:00,21.3,34.69,69.6,77.47,0.05,1016.55,62.25,-2,2019-12-03 17:00:12
388,2019-12-02T17:00:00.000Z,2019-12-02T18:00:00.000Z,2019-12-02 18:00:00,2019-12-02 19:00:00,2019-12-02 18:00:00,25.53,41.77,83.05,79.78,-0.08,1016.81,70.66,-2,2019-12-03 18:00:11
388,2019-12-02T18:00:00.000Z,2019-12-02T19:00:00.000Z,2019-12-02 19:00:00,2019-12-02 20:00:00,2019-12-02 19:00:00,24.79,40.8,80.97,81.44,-0.42,1017.41,69.35,-2,2019-12-03 19:00:10
388,2019-12-02T19:00:00.000Z,2019-12-02T20:00:00.000Z,2019-12-02 20:00:00,2019-12-02 21:00:00,2019-12-02 20:00:00,23.95,39.62,79.38,83.43,-0.42,1017.78,68.36,-2,2019-12-03 20:00:10
388,2019-12-02T20:00:00.000Z,2019-12-02T21:00:00.000Z,2019-12-02 21:00:00,2019-12-02 22:00:00,2019-12-02 21:00:00,23.19,38.45,77.14,85.64,-0.19,1018.1,66.96,-2,2019-12-03 21:00:12
388,2019-12-02T21:00:00.000Z,2019-12-02T22:00:00.000Z,2019-12-02 22:00:00,2019-12-02 23:00:00,2019-12-02 22:00:00,20.31,33.2,67.58,86.44,-0.14,1018.3,60.99,-2,2019-12-03 22:00:11
388,2019-12-02T22:00:00.000Z,2019-12-02T23:00:00.000Z,2019-12-02 23:00:00,2019-12-03 00:00:00,2019-12-02 23:00:00,16.03,24.81,50.89,86.68,-0.56,1018.38,50.56,-2,2019-12-03 23:00:11
388,2019-12-02T23:00:00.000Z,2019-12-03T00:00:00.000Z,2019-12-03 00:00:00,2019-12-03 01:00:00,2019-12-03 00:00:00,19.42,31.6,64.01,84.41,-0.3,1018.42,58.76,-2,2019-12-04 00:00:11
388,2019-12-03T00:00:00.000Z,2019-12-03T01:00:00.000Z,2019-12-03 01:00:00,2019-12-03 02:00:00,2019-12-03 01:00:00,20.33,33.33,67.07,84.58,-0.36,1018.55,60.67,-2,2019-12-04 01:00:12
388,2019-12-03T01:00:00.000Z,2019-12-03T02:00:00.000Z,2019-12-03 02:00:00,2019-12-03 03:00:00,2019-12-03 02:00:00,17.5,27.35,55.29,87.37,-0.39,1018.94,53.31,-2,2019-12-04 02:00:14
388,2019-12-03T02:00:00.000Z,2019-12-03T03:00:00.000Z,2019-12-03 03:00:00,2019-12-03 04:00:00,2019-12-03 03:00:00,15.91,24.39,48.92,93.03,-0.73,1018.81,48.92,-2,2019-12-04 03:02:15
388,2019-12-03T03:00:00.000Z,2019-12-03T04:00:00.000Z,2019-12-03 04:00:00,2019-12-03 05:00:00,2019-12-03 04:00:00,15.53,23.87,47.28,92.38,-0.54,1019.2,47.28,-2,2019-12-04 04:00:12
388,2019-12-03T04:00:00.000Z,2019-12-03T05:00:00.000Z,2019-12-03 05:00:00,2019-12-03 06:00:00,2019-12-03 05:00:00,14.54,22.11,43.8,91.22,-0.39,1019.74,43.8,-2,2019-12-04 05:00:11
388,2019-12-03T05:00:00.000Z,2019-12-03T06:00:00.000Z,2019-12-03 06:00:00,2019-12-03 07:00:00,2019-12-03 06:00:00,13.82,20.75,40.44,92.75,-0.33,1020.57,40.44,-2,2019-12-04 06:00:11
388,2019-12-03T06:00:00.000Z,2019-12-03T07:00:00.000Z,2019-12-03 07:00:00,2019-12-03 08:00:00,2019-12-03 07:00:00,12.43,18.33,34.65,91.58,-0.16,1021.44,34.65,-2,2019-12-04 07:00:22
388,2019-12-03T07:00:00.000Z,2019-12-03T08:00:00.000Z,2019-12-03 08:00:00,2019-12-03 09:00:00,2019-12-03 08:00:00,8.49,12.82,24.53,90.58,-0.08,1022.55,24.53,-2,2019-12-04 08:00:11
388,2019-12-03T08:00:00.000Z,2019-12-03T09:00:00.000Z,2019-12-03 09:00:00,2019-12-03 10:00:00,2019-12-03 09:00:00,13.7,20.98,41.78,88.55,0.07,1023.2,41.78,-2,2019-12-04 09:00:12
388,2019-12-03T09:00:00.000Z,2019-12-03T10:00:00.000Z,2019-12-03 10:00:00,2019-12-03 11:00:00,2019-12-03 10:00:00,15.22,23.85,46.56,82.72,0.13,1023.9,46.56,-2,2019-12-04 10:00:13
388,2019-12-03T10:00:00.000Z,2019-12-03T11:00:00.000Z,2019-12-03 11:00:00,2019-12-03 12:00:00,2019-12-03 11:00:00,10.66,15.81,30.04,83.23,0.03,1024.11,30.04,-2,2019-12-04 11:00:14
388,2019-12-03T11:00:00.000Z,2019-12-03T12:00:00.000Z,2019-12-03 12:00:00,2019-12-03 13:00:00,2019-12-03 12:00:00,12.3,18.54,36.45,84.77,-0.17,1024.45,36.45,-2,2019-12-04 12:00:15
388,2019-12-03T12:00:00.000Z,2019-12-03T13:00:00.000Z,2019-12-03 13:00:00,2019-12-03 14:00:00,2019-12-03 13:00:00,9.19,13.75,26.54,80.83,-0.13,1024.6,26.54,-2,2019-12-04 13:00:11
388,2019-12-03T13:00:00.000Z,2019-12-03T14:00:00.000Z,2019-12-03 14:00:00,2019-12-03 15:00:00,2019-12-03 14:00:00,12.43,18.23,35.74,77.96,1.3,1024.5,35.74,-2,2019-12-04 14:00:12
388,2019-12-03T14:00:00.000Z,2019-12-03T15:00:00.000Z,2019-12-03 15:00:00,2019-12-03 16:00:00,2019-12-03 15:00:00,25.02,39.89,74.02,72.67,0.16,1024.91,65.01,-2,2019-12-04 15:00:12
388,2019-12-03T15:00:00.000Z,2019-12-03T16:00:00.000Z,2019-12-03 16:00:00,2019-12-03 17:00:00,2019-12-03 16:00:00,23.81,38.77,76.37,70.26,-0.25,1025.39,66.48,-2,2019-12-04 16:00:14
388,2019-12-03T16:00:00.000Z,2019-12-03T17:00:00.000Z,2019-12-03 17:00:00,2019-12-03 18:00:00,2019-12-03 17:00:00,37.47,60.92,110.09,78.95,-1.69,1025.9,80.58,-2,2019-12-04 17:00:14
388,2019-12-03T17:00:00.000Z,2019-12-03T18:00:00.000Z,2019-12-03 18:00:00,2019-12-03 19:00:00,2019-12-03 18:00:00,39.16,62.57,111.41,81.34,-2.1,1026.27,80.95,-2,2019-12-04 18:00:10
388,2019-12-03T18:00:00.000Z,2019-12-03T19:00:00.000Z,2019-12-03 19:00:00,2019-12-03 20:00:00,2019-12-03 19:00:00,54.94,90.92,163.15,89.41,-3.74,1026.49,95.32,-2,2019-12-04 19:00:12
388,2019-12-03T19:00:00.000Z,2019-12-03T20:00:00.000Z,2019-12-03 20:00:00,2019-12-03 21:00:00,2019-12-03 20:00:00,50.06,82.25,147.12,87.98,-4.08,1026.46,90.87,-2,2019-12-04 20:00:13
388,2019-12-03T20:00:00.000Z,2019-12-03T21:00:00.000Z,2019-12-03 21:00:00,2019-12-03 22:00:00,2019-12-03 21:00:00,68.9,114.46,205.91,86.95,-4.98,1026.57,107.2,-2,2019-12-04 21:00:12
388,2019-12-03T21:00:00.000Z,2019-12-03T22:00:00.000Z,2019-12-03 22:00:00,2019-12-03 23:00:00,2019-12-03 22:00:00,75.53,125.49,224.84,88.34,-6,1026.38,112.45,-2,2019-12-04 22:00:12
388,2019-12-03T22:00:00.000Z,2019-12-03T23:00:00.000Z,2019-12-03 23:00:00,2019-12-04 00:00:00,2019-12-03 23:00:00,82.57,136.14,242.76,88.87,-6.36,1026.57,117.43,-2,2019-12-04 23:00:10
388,2019-12-03T23:00:00.000Z,2019-12-04T00:00:00.000Z,2019-12-04 00:00:00,2019-12-04 01:00:00,2019-12-04 00:00:00,96.9,161.62,289.63,88.5,-6.44,1026.4,130.45,-2,2019-12-05 00:00:12
388,2019-12-04T00:00:00.000Z,2019-12-04T01:00:00.000Z,2019-12-04 01:00:00,2019-12-04 02:00:00,2019-12-04 01:00:00,100.41,168.05,301.45,84.13,-6.79,1026.42,133.74,-2,2019-12-05 01:00:15
388,2019-12-04T01:00:00.000Z,2019-12-04T02:00:00.000Z,2019-12-04 02:00:00,2019-12-04 03:00:00,2019-12-04 02:00:00,101.2,169.59,304.59,83.26,-6.59,1025.83,134.61,-2,2019-12-05 02:00:14
388,2019-12-04T02:00:00.000Z,2019-12-04T03:00:00.000Z,2019-12-04 03:00:00,2019-12-04 04:00:00,2019-12-04 03:00:00,104.36,173.82,309.77,83.25,-6.1,1025.45,136.05,-2,2019-12-05 03:09:09
388,2019-12-04T03:00:00.000Z,2019-12-04T04:00:00.000Z,2019-12-04 04:00:00,2019-12-04 05:00:00,2019-12-04 04:00:00,96.51,158.06,278.44,84.5,-6.36,1025.14,127.34,-2,2019-12-05 04:00:12
388,2019-12-04T04:00:00.000Z,2019-12-04T05:00:00.000Z,2019-12-04 05:00:00,2019-12-04 06:00:00,2019-12-04 05:00:00,81.02,130.45,228.16,82.39,-4.53,1025.13,113.38,-2,2019-12-05 05:00:10
388,2019-12-04T05:00:00.000Z,2019-12-04T06:00:00.000Z,2019-12-04 06:00:00,2019-12-04 07:00:00,2019-12-04 06:00:00,71.88,114.63,198.88,83.69,-4.4,1025.03,105.24,-2,2019-12-05 06:00:11
388,2019-12-04T06:00:00.000Z,2019-12-04T07:00:00.000Z,2019-12-04 07:00:00,2019-12-04 08:00:00,2019-12-04 07:00:00,56.65,90.14,155.82,78.22,-2.74,1025.2,93.28,-2,2019-12-05 07:00:12
388,2019-12-04T07:00:00.000Z,2019-12-04T08:00:00.000Z,2019-12-04 08:00:00,2019-12-04 09:00:00,2019-12-04 08:00:00,46.32,73.46,127.83,86.58,-2.85,1025.35,85.51,-2,2019-12-05 08:00:12
388,2019-12-04T08:00:00.000Z,2019-12-04T09:00:00.000Z,2019-12-04 09:00:00,2019-12-04 10:00:00,2019-12-04 09:00:00,49.98,78.81,136.55,87.78,-1.7,1025.15,87.93,-2,2019-12-05 09:00:14
388,2019-12-04T09:00:00.000Z,2019-12-04T10:00:00.000Z,2019-12-04 10:00:00,2019-12-04 11:00:00,2019-12-04 10:00:00,39.11,61.28,106.5,77.99,-0.42,1025.45,79.58,-2,2019-12-05 10:00:12
388,2019-12-04T10:00:00.000Z,2019-12-04T11:00:00.000Z,2019-12-04 11:00:00,2019-12-04 12:00:00,2019-12-04 11:00:00,33.89,54.04,96.04,81.14,0.46,1025.41,76.68,-2,2019-12-05 11:00:13
388,2019-12-04T11:00:00.000Z,2019-12-04T12:00:00.000Z,2019-12-04 12:00:00,2019-12-04 13:00:00,2019-12-04 12:00:00,24.87,40.37,79.28,76.55,0.96,1025.25,68.3,-2,2019-12-05 12:00:15
388,2019-12-04T12:00:00.000Z,2019-12-04T13:00:00.000Z,2019-12-04 13:00:00,2019-12-04 14:00:00,2019-12-04 13:00:00,21.58,34.38,68.48,72.07,1.3,1024.91,61.55,-2,2019-12-05 13:00:13
388,2019-12-04T13:00:00.000Z,2019-12-04T14:00:00.000Z,2019-12-04 14:00:00,2019-12-04 15:00:00,2019-12-04 14:00:00,20.83,33.18,66.17,71.1,1.41,1024.64,60.1,-2,2019-12-05 14:00:12
388,2019-12-04T14:00:00.000Z,2019-12-04T15:00:00.000Z,2019-12-04 15:00:00,2019-12-04 16:00:00,2019-12-04 15:00:00,22.65,36.92,73.27,68.58,1.74,1024.74,64.54,-2,2019-12-05 15:00:12
388,2019-12-04T15:00:00.000Z,2019-12-04T16:00:00.000Z,2019-12-04 16:00:00,2019-12-04 17:00:00,2019-12-04 16:00:00,38.26,64.26,121.54,71.74,1.15,1024.9,83.76,-2,2019-12-05 16:00:12
388,2019-12-04T16:00:00.000Z,2019-12-04T17:00:00.000Z,2019-12-04 17:00:00,2019-12-04 18:00:00,2019-12-04 17:00:00,43.16,70.96,128.69,69.84,0.82,1025.11,85.75,-2,2019-12-05 17:00:42
388,2019-12-04T17:00:00.000Z,2019-12-04T18:00:00.000Z,2019-12-04 18:00:00,2019-12-04 19:00:00,2019-12-04 18:00:00,54.72,89.34,159.15,76.89,0.17,1025.07,94.21,-2,2019-12-05 18:00:12
388,2019-12-04T18:00:00.000Z,2019-12-04T19:00:00.000Z,2019-12-04 19:00:00,2019-12-04 20:00:00,2019-12-04 19:00:00,66.16,107.71,191.88,85.52,-0.62,1025.09,103.3,-2,2019-12-05 19:00:11
388,2019-12-04T19:00:00.000Z,2019-12-04T20:00:00.000Z,2019-12-04 20:00:00,2019-12-04 21:00:00,2019-12-04 20:00:00,60.55,97.79,171.91,81.98,-0.97,1025.3,97.75,-2,2019-12-05 20:00:11
388,2019-12-04T20:00:00.000Z,2019-12-04T21:00:00.000Z,2019-12-04 21:00:00,2019-12-04 22:00:00,2019-12-04 21:00:00,62.65,100.54,175.82,81.78,-1.56,1025.28,98.84,-2,2019-12-05 21:00:41
388,2019-12-04T21:00:00.000Z,2019-12-04T22:00:00.000Z,2019-12-04 22:00:00,2019-12-04 23:00:00,2019-12-04 22:00:00,75.36,125.42,225.8,78.03,-1.94,1025.1,112.72,-2,2019-12-05 22:00:11
388,2019-12-04T22:00:00.000Z,2019-12-04T23:00:00.000Z,2019-12-04 23:00:00,2019-12-05 00:00:00,2019-12-04 23:00:00,70.81,121.07,223.13,78.14,-2.48,1024.87,111.98,-2,2019-12-05 23:00:10
388,2019-12-04T23:00:00.000Z,2019-12-05T00:00:00.000Z,2019-12-05 00:00:00,2019-12-05 01:00:00,2019-12-05 00:00:00,72.45,120.92,218.12,79.47,-3.22,1024.65,110.59,-2,2019-12-06 00:00:09
388,2019-12-05T00:00:00.000Z,2019-12-05T01:00:00.000Z,2019-12-05 01:00:00,2019-12-05 02:00:00,2019-12-05 01:00:00,68.04,110.18,194.43,79.12,-3.61,1024.53,104.01,-2,2019-12-06 01:00:12
388,2019-12-05T01:00:00.000Z,2019-12-05T02:00:00.000Z,2019-12-05 02:00:00,2019-12-05 03:00:00,2019-12-05 02:00:00,70.05,113.51,200.15,81.29,-4.12,1024.21,105.6,-2,2019-12-06 02:00:10
388,2019-12-05T02:00:00.000Z,2019-12-05T03:00:00.000Z,2019-12-05 03:00:00,2019-12-05 04:00:00,2019-12-05 03:00:00,69.71,112.76,198.88,84.13,-4.61,1023.79,105.24,-2,2019-12-06 03:00:11
388,2019-12-05T03:00:00.000Z,2019-12-05T04:00:00.000Z,2019-12-05 04:00:00,2019-12-05 05:00:00,2019-12-05 04:00:00,72.39,118.13,209.02,84.69,-5.04,1023.45,108.06,-2,2019-12-06 04:00:10
388,2019-12-05T04:00:00.000Z,2019-12-05T05:00:00.000Z,2019-12-05 05:00:00,2019-12-05 06:00:00,2019-12-05 05:00:00,66.05,106.64,188.62,87.3,-5.97,1023.32,102.39,-2,2019-12-06 05:00:11
388,2019-12-05T05:00:00.000Z,2019-12-05T06:00:00.000Z,2019-12-05 06:00:00,2019-12-05 07:00:00,2019-12-05 06:00:00,74.03,118.99,207.53,89.52,-6.38,1023.39,107.65,-2,2019-12-06 06:00:09
388,2019-12-05T06:00:00.000Z,2019-12-05T07:00:00.000Z,2019-12-05 07:00:00,2019-12-05 08:00:00,2019-12-05 07:00:00,79.26,125.49,215.97,88.18,-6.04,1023.51,109.99,-2,2019-12-06 07:00:17
388,2019-12-05T07:00:00.000Z,2019-12-05T08:00:00.000Z,2019-12-05 08:00:00,2019-12-05 09:00:00,2019-12-05 08:00:00,73.58,119.25,209.95,83.42,-5.07,1023.52,108.32,-2,2019-12-06 08:00:10
388,2019-12-05T08:00:00.000Z,2019-12-05T09:00:00.000Z,2019-12-05 09:00:00,2019-12-05 10:00:00,2019-12-05 09:00:00,60.79,96.06,166.47,82.06,-4,1023.25,96.24,-2,2019-12-06 09:00:12
388,2019-12-05T09:00:00.000Z,2019-12-05T10:00:00.000Z,2019-12-05 10:00:00,2019-12-05 11:00:00,2019-12-05 10:00:00,34.74,55.9,103.17,77.35,-2.05,1022.69,78.66,-2,2019-12-06 10:00:10
388,2019-12-05T10:00:00.000Z,2019-12-05T11:00:00.000Z,2019-12-05 11:00:00,2019-12-05 12:00:00,2019-12-05 11:00:00,24.79,40.69,81.56,76.27,-0.2,1021.75,69.72,-2,2019-12-06 11:00:09
388,2019-12-05T11:00:00.000Z,2019-12-05T12:00:00.000Z,2019-12-05 12:00:00,2019-12-05 13:00:00,2019-12-05 12:00:00,22.66,36.98,74.58,65.5,1.58,1021.08,65.36,-2,2019-12-06 12:00:11
388,2019-12-05T12:00:00.000Z,2019-12-05T13:00:00.000Z,2019-12-05 13:00:00,2019-12-05 14:00:00,2019-12-05 13:00:00,24.64,40.04,79.24,54.52,3.01,1020.73,68.28,-2,2019-12-06 13:00:11
388,2019-12-05T13:00:00.000Z,2019-12-05T14:00:00.000Z,2019-12-05 14:00:00,2019-12-05 15:00:00,2019-12-05 14:00:00,20.88,33.03,66.12,50.99,5.17,1020.09,60.07,-2,2019-12-06 14:00:11
388,2019-12-05T14:00:00.000Z,2019-12-05T15:00:00.000Z,2019-12-05 15:00:00,2019-12-05 16:00:00,2019-12-05 15:00:00,20.75,33.22,66.99,61.64,2.42,1020.55,60.62,-2,2019-12-06 15:00:11
388,2019-12-05T15:00:00.000Z,2019-12-05T16:00:00.000Z,2019-12-05 16:00:00,2019-12-05 17:00:00,2019-12-05 16:00:00,23.86,39.14,78.71,61.87,0.79,1020.92,67.95,-2,2019-12-06 16:00:09
388,2019-12-05T16:00:00.000Z,2019-12-05T17:00:00.000Z,2019-12-05 17:00:00,2019-12-05 18:00:00,2019-12-05 17:00:00,22.55,37.39,75.78,68.55,-0.58,1020.97,66.11,-2,2019-12-06 17:00:10
388,2019-12-05T17:00:00.000Z,2019-12-05T18:00:00.000Z,2019-12-05 18:00:00,2019-12-05 19:00:00,2019-12-05 18:00:00,25.38,42.22,84.53,73.81,-1.57,1021.02,71.58,-2,2019-12-06 18:00:13
